Id,SalePrice,ActualSalePrice,abs.SalePrice...ActualSalePrice.
1579,143119.8433,148099.0033,4979.159967
1580,192447.0533,192770.8512,323.7978667
1581,137342.9,142780.7186,5437.8186
1582,125110.9767,126810.7894,1699.812733
1583,330950.9196,323897.7531,7053.166541
1584,251791.2969,243647.8442,8143.452663
1585,142262.1641,143542.8187,1280.654587
1586,86451.63333,88634.53337,2182.900037
1587,108653.325,108995.746,342.421
1588,140614.3383,142523.0981,1908.759767
1589,103991.0163,108782.7008,4791.684467
1590,127504.2783,134946.0074,7441.729067
1591,107994.4493,107383.1509,611.2984333
1592,130954.0187,129499.4454,1454.573267
1593,118386.1637,120014.5226,1628.358933
1594,141504.8317,138776.3596,2728.472067
1595,123664.3,131299.7603,7635.4603
1596,205973.8267,214396.435,8422.608333
1597,176943.2297,176827.1827,116.0469667
1598,194488.7467,189151.0744,5337.672267
1599,175989.0967,181588.773,5599.676333
1600,192520.6627,186974.4586,5546.204067
1601,79545.39067,84644.0302,5098.639533
1602,112907.6,115164.1829,2256.5829
1603,100548.6757,99470.61647,1078.059197
1604,284230.721,280267.8661,3962.8549
1605,258089.7501,254336.1462,3753.603943
1606,166262.3987,167614.9193,1352.520633
1607,175519.57,178214.124,2694.554
1608,231135.8027,222124.6607,9011.141967
1609,198326.3923,200144.683,1818.290667
1610,166715.0983,168123.7792,1408.680867
1611,153956.9667,149452.0028,4504.963867
1612,201513.9367,189568.8183,11945.11837
1613,189577.744,178848.5225,10729.2215
1614,122671.4683,120004.4095,2667.058833
1615,92925.43167,93208.17107,282.7394033
1616,87351.165,88559.05067,1207.88567
1617,91597.99,91198.56872,399.42128
1618,124258.1333,123776.1051,482.0282333
1619,130336.2833,137167.2926,6831.009267
1620,194987.031,178579.9611,16407.0699
1621,144010.5767,146704.2739,2693.697233
1622,139895.9143,141955.8037,2059.889367
1623,272849.2893,271978.331,870.9583333
1624,228363.0593,225033.6182,3329.441133
1625,128536.3733,126916.2873,1620.086033
1626,162535.2367,170325.622,7790.385333
1627,189018.4867,188670.8266,347.6600667
1628,282095.494,272546.118,9549.376
1629,189814.0647,177640.7246,12173.34007
1630,338635.1073,331465.6413,7169.466033
1631,197793.007,208063.6427,10270.63565
1632,237963.5047,244353.6641,6390.159433
1633,175266.736,176909.4713,1642.7353
1634,189295.5167,188172.847,1122.669667
1635,180085.3533,181925.3976,1840.044267
1636,169662.1133,170349.6205,687.5071667
1637,182764.6333,184051.6885,1287.055167
1638,195687.985,197817.9731,2129.9881
1639,183955.0167,184250.4707,295.4540333
1640,237021.1883,237222.0421,200.8537667
1641,177487.8667,180021.8821,2534.015433
1642,219449.5753,229110.5447,9660.969367
1643,226552.0118,226171.9887,380.0231371
1644,230583.6055,227807.6289,2775.976629
1645,181472.1977,188540.0062,7067.808533
1646,153656.55,159800.5971,6144.0471
1647,161819.2,161014.3041,804.8959
1648,141260.3217,136923.9801,4336.341567
1649,132025.1667,136749.6754,4724.508733
1650,122600.9403,125124.3961,2523.455767
1651,122628.0717,124106.754,1478.682333
1652,96357.165,95550.71319,806.45181
1653,97024.365,97599.47274,575.10774
1654,156127.854,151953.2567,4174.5973
1655,145331.0133,144176.0264,1154.986933
1656,144745.5607,146210.2835,1464.722833
1657,153782.1873,150995.6033,2786.584033
1658,151041.844,154423.8716,3382.0276
1659,127569.88,128209.7821,639.9021
1660,162595.8113,156710.9788,5884.832533
1661,413506.0803,449725.9045,36219.82417
1662,369815.4843,346989.669,22825.81533
1663,375426.401,366931.8738,8494.5272
1664,479262.298,448967.3479,30294.95015
1665,347385.4087,318644.1606,28741.24807
1666,350326.2463,328636.592,21689.65433
1667,365455.0433,356872.8737,8582.169633
1668,350203.093,329472.6577,20730.4353
1669,298198.292,300492.92,2294.628
1670,374310.5253,339451.4347,34859.09063
1671,275202.828,259103.0929,16099.7351
1672,448719.661,455783.191,7063.529952
1673,307892.12,304838.3405,3053.7795
1674,263012.676,252930.726,10081.94995
1675,191895.398,199127.9957,7232.5977
1676,207200.389,199828.3192,7372.069848
1677,205087.678,213242.1861,8154.5081
1678,460798.2444,452115.9104,8682.333981
1679,396319.7617,384952.5749,11367.18681
1680,318058.219,318562.8226,504.6036
1681,264221.2683,262260.0534,1961.214933
1682,329298.0217,311768.4887,17529.53297
1683,197139.592,193783.886,3355.706
1684,175934.33,177194.9007,1260.5707
1685,177057.01,178677.6342,1620.6242
1686,178727.789,176620.4664,2107.3226
1687,174502.7073,175309.636,806.9286667
1688,193615.5947,192632.7867,982.8079667
1689,193183.6247,194577.1488,1393.524133
1690,188927.8453,188334.6341,593.2112333
1691,178501.9613,181333.0552,2831.093867
1692,265725.0663,258172.7029,7552.363433
1693,179927.4307,176582.3458,3345.084867
1694,178468.5433,182307.888,3839.344667
1695,173901.6847,173132.5962,769.0884667
1696,263617.3513,274949.4272,11332.07587
1697,175210.3847,172272.9399,2937.444767
1698,323474.85,336113.9159,12639.0659
1699,328908.3533,330264.3132,1355.959867
1700,240770.2617,244988.878,4218.616333
1701,266108.707,258697.3923,7411.3147
1702,272709.6976,262127.3429,10582.35472
1703,269479.7329,263921.2164,5558.516527
1704,309340.278,287553.0442,21787.2338
1705,232307.669,239691.4444,7383.7754
1706,447995.145,434498.4413,13496.70375
1707,220901.7557,223375.4954,2473.739733
1708,223601.3243,216308.5593,7292.765033
1709,276305.9063,267805.8644,8500.041933
1710,237109.3473,232147.3565,4961.990833
1711,274155.591,275126.7301,971.1391
1712,264441.1723,260749.7365,3691.435833
1713,279534.8493,283992.9092,4458.059867
1714,212094.2567,223031.5887,10937.33203
1715,209423.9917,203773.2551,5650.736567
1716,185769.6702,188409.9075,2640.23731
1717,165163.3173,168294.003,3130.685667
1718,127705.0583,139357.7106,11652.65227
1719,208696.7571,211061.1797,2364.422557
1720,260148.1683,252495.1471,7653.021233
1721,164344.3507,173738.4981,9394.147433
1722,121015.4405,131725.0466,10709.60612
1723,158479.0905,163020.0393,4540.948824
1724,230049.9393,223109.3204,6940.618933
1725,220930.945,231387.9658,10457.0208
1726,198805.6533,199916.7267,1111.073367
1727,174776.6667,181277.6845,6501.017833
1728,183806.2333,189028.262,5222.028667
1729,159514.8133,162432.8369,2918.023567
1730,170615.808,160654.6677,9961.1403
1731,125134.21,122538.3247,2595.8853
1732,149146.9033,128390.7714,20756.13193
1733,123200.0767,123286.8397,86.76303333
1734,125077.8467,128264.2193,3186.372633
1735,136566.36,132730.2822,3836.0778
1736,120463.64,120215.5317,248.1083
1737,314704.0053,311981.8335,2722.171833
1738,211505.2093,215815.5368,4310.327467
1739,293851.7233,278271.4134,15580.30993
1740,222930.9473,230050.2484,7119.301092
1741,206994.693,193598.8783,13395.81467
1742,167056.467,171585.1113,4528.6443
1743,172774.817,174110.5296,1335.7126
1744,308048.8037,279066.6233,28982.18037
1745,217394.5713,216421.1488,973.4225333
1746,240509.7757,218721.2664,21788.50927
1747,218506.908,204315.4067,14191.5013
1748,211727.24,214648.5716,2921.3316
1749,161747.6533,161312.608,435.0453333
1750,147548.1233,142657.6838,4890.439533
1751,211771.1667,215604.1871,3833.020433
1752,123637.6333,121489.6912,2147.942133
1753,150882.3433,151964.5692,1082.225867
1754,190949.532,191911.5993,962.0673
1755,170615.3067,169676.1288,939.1778667
1756,122835.4833,125025.0444,2189.561067
1757,124240.9767,120102.9695,4138.007167
1758,161421.865,148945.9454,12475.9196
1759,156731.3583,162054.4894,5323.131067
1760,177725.9463,164705.35,13020.59633
1761,150879.2117,150617.5317,261.6799667
1762,175657.795,179545.896,3888.101
1763,173329.72,171701.6989,1628.0211
1764,122713.089,118593.8438,4119.2452
1765,178143.3827,179142.5265,999.1438333
1766,176676.6,174367.6951,2308.9049
1767,210618.225,203000.5216,7617.7034
1768,141296.4107,142484.4144,1188.003733
1769,158270.2417,160157.4077,1887.166033
1770,137976.6333,141489.9261,3513.292767
1771,132185.9917,133257.6664,1071.674733
1772,134846.0833,138863.7053,4017.621967
1773,140791.2917,139517.3438,1273.947867
1774,156725.1223,147760.3998,8964.722533
1775,131621.34,131955.4135,334.0735
1776,119082.685,123652.0473,4569.3623
1777,114655,115892.4008,1237.4008
1778,132780.7933,130015.5324,2765.260933
1779,143149.865,125644.0378,17505.8272
1780,163828.5233,171731.2487,7902.725367
1781,134032.3367,130945.7642,3086.572467
1782,104806.2067,102737.5799,2068.626767
1783,145366.3917,140240.5368,5125.854867
1784,112140.2333,108651.1136,3489.119733
1785,114582.869,117275.6109,2692.7419
1786,157465.2183,157038.5218,426.6965333
1787,180112.9433,167164.7458,12948.19753
1788,84027.91067,77951.06507,6076.845597
1789,108583.7467,103521.3715,5062.375167
1790,91976.69333,96980.65903,5003.965697
1791,197942.4017,182167.6032,15774.79847
1792,157888.115,152573.1238,5314.9912
1793,143758.97,147856.8479,4097.8779
1794,137193.6933,137644.4188,450.7254667
1795,135846.4967,138136.175,2289.678333
1796,131162.675,135059.3654,3896.6904
1797,131351.3467,123889.3645,7461.982167
1798,125516.3493,124830.3811,685.9682333
1799,111548.9267,112034.5632,485.6365333
1800,129471.2286,127949.8215,1521.407127
1801,124413.255,127884.6779,3471.4229
1802,140875.695,140452.9474,422.7476
1803,155736.703,155349.3316,387.3714
1804,134598.7517,143370.4884,8771.736733
1805,134828.062,137144.4589,2316.396939
1806,118262.2087,120516.5948,2254.386133
1807,131923.3267,140187.4536,8264.126933
1808,122978.7,130033.2137,7054.5137
1809,133320.8767,126663.1802,6657.696467
1810,147028.1013,144841.3018,2186.799533
1811,120760.2833,120779.0027,18.71936667
1812,109203.714,110073.7116,869.9976
1813,119287.075,121940.0784,2653.0034
1814,101605.378,101163.8513,441.5267
1815,67561.48,74345.41783,6783.93783
1816,102091.1133,102098.1049,6.991566667
1817,144855.4477,133530.5856,11324.86207
1818,136643.674,145835.2283,9191.5543
1819,117917.4567,123877.5085,5960.051833
1820,87987.47,88931.29657,943.82657
1821,117949.2367,122633.104,4683.867333
1822,166145.2633,154695.5904,11449.67293
1823,71632.74733,74988.73063,3355.983297
1824,136139.9707,137397.2435,1257.272833
1825,145094.696,139766.5411,5328.1549
1826,113521.7917,108809.4432,4712.348467
1827,108567.085,108783.2146,216.1296
1828,134987.4137,133805.9351,1181.478567
1829,124791.5917,117184.5085,7607.083167
1830,138595.0467,138319.4035,275.6431667
1831,156185.86,150100.1257,6085.7343
1832,119378.78,121316.6592,1937.8792
1833,139226.7253,144622.8021,5396.076767
1834,125567.5033,130908.4745,5340.971167
1835,133215.032,146643.161,13428.129
1836,125992.09,129209.7879,3217.6979
1837,106566.2663,102794.0564,3772.209933
1838,129228.0933,132008.9143,2780.820967
1839,99302.82333,98531.63353,771.1898033
1840,160799.91,158547.0242,2252.8858
1841,140846.7563,135369.1091,5477.647233
1842,93982.83333,98656.49603,4673.662697
1843,153788.9,144353.4001,9435.4999
1844,138554.24,140462.8089,1908.5689
1845,159545.1,149999.0753,9546.0247
1846,154269.7267,156616.1473,2346.420633
1847,172861.1067,172666.9818,194.1248667
1848,76498.62067,75194.354,1304.266667
1849,120127.573,125243.5124,5115.9394
1850,125788.9217,125284.1204,504.8012667
1851,156222.51,154026.8627,2195.6473
1852,126912.6583,126453.0551,459.6032333
1853,138178.5317,141036.6507,2858.119033
1854,170155.2327,175084.0296,4928.796933
1855,159266.8663,170892.2354,11625.36907
1856,222548.6568,223948.7468,1400.08999
1857,192366.45,186104.1094,6262.3406
1858,162275.7187,145417.9347,16857.78397
1859,126740.7547,124214.4921,2526.262567
1860,156126.7457,151988.8187,4137.926967
1861,126727.2547,123919.7645,2807.490167
1862,267955.6713,279806.7732,11851.10187
1863,264473.618,273244.8525,8771.2345
1864,264473.618,273425.8125,8952.1945
1865,340434.155,328306.7924,12127.3626
1866,347321.8933,329882.7054,17439.18793
1867,250676.3103,244149.4469,6526.863433
1868,292909.235,298713.3122,5804.0772
1869,205887.353,202915.771,2971.582
1870,259733.9707,237017.844,22716.12667
1871,259722.8407,266617.3827,6894.542033
1872,175363.018,177075.8198,1712.8018
1873,230564.134,226757.2982,3806.8358
1874,142423.9905,140115.0506,2308.939876
1875,197857.227,201810.3319,3953.104852
1876,196911.5767,200199.6807,3288.104033
1877,211536.8633,213896.1174,2359.254067
1878,223000,218070.0342,4929.9658
1879,126434.21,129478.6395,3044.4295
1880,129843.6205,133828.8978,3985.277324
1881,255760.6733,251752.0285,4008.644833
1882,255203.1648,250813.2768,4389.888015
1883,203014.7521,201053.3964,1961.355681
1884,224881.275,215321.8689,9559.406058
1885,246201.5893,245966.8975,234.6918333
1886,293435.5327,289348.666,4086.866667
1887,199122.6483,208891.3686,9768.720267
1888,280035.0587,273541.8004,6493.258267
1889,173161.4063,175498.8848,2337.478467
1890,136115.088,133871.9937,2243.0943
1891,139891.1903,144782.8604,4891.670067
1892,111482.1553,111115.025,367.1303333
1893,131914.7,134564.9723,2650.2723
1894,134894.79,134380.3267,514.4633
1895,146738.55,151462.0112,4723.4612
1896,123897.1373,125428.8033,1531.665967
1897,129012.164,129604.9274,592.7634
1898,116178.3667,119655.2451,3476.878433
1899,142235.1483,143935.0359,1699.887567
1900,134541.7067,134365.7474,175.9592667
1901,158763.7483,156596.8607,2166.887633
1902,144899.6667,143360.2137,1539.452967
1903,189169.686,193381.451,4211.765
1904,132280.4333,135680.6337,3400.200367
1905,188910.4067,182961.3786,5949.028067
1906,165385.6333,151087.7292,14297.90413
1907,206743.42,200547.756,6195.664
1908,123873.1663,121868.8625,2004.303833
1909,131794.205,137886.9912,6092.7862
1910,127301.4463,126331.232,970.2143333
1911,189641.2813,192877.6447,3236.363367
1912,273929.3724,273352.7209,576.651481
1913,151366.25,160446.3906,9080.1406
1914,81644.70067,76483.80017,5160.900497
1915,309178.2903,319559.3654,10381.07507
1916,86909.59233,87318.1751,408.5827667
1917,264827.245,256527.1952,8300.0498
1918,135752.6671,139406.6149,3653.947757
1919,162301.7113,161137.4666,1164.244733
1920,179263.04,176464.3853,2798.6547
1921,396300.8047,411175.5804,14874.77573
1922,329753.8067,325103.936,4649.870667
1923,191637.0873,201520.032,9882.944667
1924,228280.505,220785.6618,7494.8432
1925,220795.2667,223355.996,2560.729333
1926,393364.9287,379890.0582,13474.87047
1927,140522.7667,136962.7856,3559.981067
1928,161143.6417,164142.0149,2998.373233
1929,126723.5267,127311.262,587.7353333
1930,135244.5317,143797.7945,8553.262833
1931,160320.7047,150728.5338,9592.170867
1932,147379.9313,147020.5657,359.3656333
1933,202447.1583,178410.3736,24036.78473
1934,179668.4933,181691.6184,2023.125067
1935,178529.2093,178816.3175,287.1081667
1936,185353.81,187217.7274,1863.9174
1937,186688.7467,181686.5264,5002.220267
1938,173656.775,178974.0521,5317.2771
1939,252060.2033,258945.3266,6885.123267
1940,193180.5267,195403.9809,2223.454233
1941,182699.38,178483.3123,4216.0677
1942,187904.2,188327.346,423.146
1943,207302.3973,200735.8209,6566.576433
1944,330553.1237,324199.9106,6353.213067
1945,365408.0117,358290.3175,7117.694167
1946,158833.7867,162891.3718,4057.585133
1947,298796.423,304581.1093,5784.6863
1948,174197.7067,168613.6075,5584.099167
1949,235548.9433,237745.1619,2196.218567
1950,172535.2717,172145.8402,389.4314667
1951,241156.6323,249770.8284,8614.196067
1952,221931.8313,219141.04,2790.791333
1953,169922.3517,169100.1669,822.1847667
1954,190382.3533,190572.6821,190.3287667
1955,134289.5467,136882.8997,2593.353033
1956,271781.2667,275744.9194,3963.652733
1957,163454.6,165968.0748,2513.4748
1958,313682.2427,305110.6174,8571.625267
1959,137779.5963,143031.2704,5251.674067
1960,119110.2353,116490.425,2619.810333
1961,120881.04,119579.407,1301.633
1962,97593.86024,96064.37207,1529.488168
1963,103075.0983,102912.2582,162.8401333
1964,107306.7427,113695.4599,6388.717233
1965,147763.4607,143750.5741,4012.886567
1966,138988.8167,141841.8321,2853.015433
1967,279037.6863,290857.3061,11819.61977
1968,414365.78,424109.8474,9744.067352
1969,382139.4823,383890.974,1751.491667
1970,408188.461,424075.1127,15886.6517
1971,401994.2153,402214.8932,220.6778667
1972,347783.1317,345261.3444,2521.787267
1973,271482.6745,272613.0952,1130.420671
1974,327700.1863,319671.6077,8028.578633
1975,456209.9297,447264.0835,8945.846214
1976,280998.6127,275843.8168,5154.795867
1977,376108.8573,365998.8123,10110.04503
1978,332710.0687,356956.2384,24246.16973
1979,345149.7267,320006.7089,25143.01777
1980,202828.5263,199203.9102,3624.616133
1981,357147.54,335933.6029,21213.9371
1982,227861.7973,226862.9901,998.8072333
1983,217833.3573,214861.4287,2971.928633
1984,173297.7153,170186.7872,3110.928133
1985,227662.8667,220627.0375,7035.829167
1986,217782.035,220154.1436,2372.1086
1987,190258.2493,182172.8614,8085.387933
1988,183456.6533,182672.8929,783.7604333
1989,194792.4081,195389.5754,597.1673192
1990,225576.9131,220856.4937,4720.419395
1991,212119.33,216245.5211,4126.1911
1992,214930.1535,215346.6372,416.4836706
1993,178018.1467,177876.6304,141.5162667
1994,234579.2967,236791.4626,2212.165933
1995,186960.668,184699.9615,2260.7065
1996,266767.269,255189.8173,11577.4517
1997,337356.609,323382.9889,13973.6201
1998,369323.0597,342854.3602,26468.69947
1999,258107.475,257035.278,1072.197
2000,299509.7497,299740.8656,231.1159333
2001,288489.951,278285.6097,10204.3413
2002,248977.452,249443.9783,466.5263
2003,268433.8377,264029.7839,4404.053767
2004,279698.8223,268874.3494,10824.47293
2005,227879.6617,229869.032,1989.370333
2006,224098.0253,224971.9281,873.9027667
2007,251830.619,255180.6896,3350.070648
2008,218595.9947,210438.6757,8157.318967
2009,195998.5893,199895.6963,3897.106967
2010,196534.8427,198275.5913,1740.748633
2011,128064.9655,143206.1924,15141.22692
2012,183731.885,184926.7772,1194.8922
2013,185705.5133,186004.318,298.8046667
2014,192890.7613,196360.3863,3469.624967
2015,198367.7933,203406.5247,5038.731367
2016,205481.584,201331.1777,4150.4063
2017,199938.9833,203886.8885,3947.905167
2018,133074.1007,129203.3119,3870.788767
2019,129505.7217,133145.3255,3639.603833
2020,115250.4667,118893.9704,3643.503733
2021,116647.3867,115748.0982,899.2884667
2022,181476.8667,177408.9785,4067.888167
2023,142020.8667,149282.8267,7261.960033
2024,246129.7063,245964.7154,164.9909333
2025,337122.1427,326135.0568,10987.08587
2026,183013.8279,185412.5515,2398.723643
2027,157171.8597,157734.5695,562.7098333
2028,156174.1543,159872.041,3697.886667
2029,173705.589,170084.6235,3620.9655
2030,272232.1147,266970.4764,5261.638267
2031,233836.6407,232019.8604,1816.780267
2032,256010.1573,254600.6912,1409.466133
2033,252947.5017,252842.4473,105.0543667
2034,165744.5587,165838.2314,93.67273333
2035,205051.7513,205772.2884,720.5370667
2036,182673.1,182924.7581,251.6581
2037,184931.2013,185054.1766,122.9752667
2038,296955.1793,282753.5032,14201.67613
2039,200820.96,218080.4449,17259.4849
2040,325650.6243,301584.3317,24066.29263
2041,271426.8183,264862.8271,6563.991233
2042,201639.6315,202180.4725,540.8409706
2043,165825.3833,163966.3628,1859.020533
2044,166132.32,174927.6765,8795.3565
2045,197139.6317,204464.5984,7324.966733
2046,138246.2483,140908.8748,2662.626467
2047,146805.5433,151680.5144,4874.971067
2048,136005.8833,133648.9208,2356.962533
2049,137778.9867,139157.8387,1378.852033
2050,171100.583,169738.5333,1362.0497
2051,114883.1117,111334.7065,3548.405167
2052,134562.84,132174.4936,2388.3464
2053,140462.0917,141704.7104,1242.618733
2054,99066.92733,94093.13467,4973.792663
2055,156431.9267,164952.6471,8520.720433
2056,138872.4333,138111.679,760.7543333
2057,128646.254,126080.5277,2565.7263
2058,217545.7433,221276.7263,3730.982967
2059,139171.4833,139297.0123,125.5289667
2060,153407.0167,160485.4714,7078.454733
2061,167902.9333,169218.6325,1315.699167
2062,135163.4833,135757.002,593.5186667
2063,109759.6817,115021.3295,5261.647833
2064,149209.8567,139168.6817,10041.17497
2065,124988.59,123134.4223,1854.1677
2066,183045.9287,171913.8532,11132.07547
2067,146184.7873,144543.4082,1641.379133
2068,145880.7273,147310.6046,1429.877267
2069,89715.17667,90191.48486,476.3081933
2070,105294.5633,109509.8944,4215.331067
2071,111429.6167,109133.5576,2296.059067
2072,156786.1533,138148.6551,18637.49823
2073,139605.5033,142452.7887,2847.285367
2074,173058.4267,171848.2284,1210.198267
2075,141830.6617,144273.5922,2442.930533
2076,120902.5653,121619.0912,716.5258667
2077,142358.682,145490.8549,3132.172939
2078,132776.842,129646.8464,3129.995561
2079,135679.1987,134603.9212,1075.277467
2080,119170.962,116185.1094,2985.8526
2081,126097.565,123379.5704,2717.9946
2082,135942.665,139199.3891,3256.7241
2083,138540.7267,138404.7527,135.9739667
2084,113797.5867,112345.7073,1451.879367
2085,131574.0667,131015.9179,558.1487667
2086,118973.7867,133451.3174,14477.53073
2087,125974.4333,122729.4392,3244.994133
2088,115766.7313,112400.9755,3365.755833
2089,91541.59333,92168.11423,626.5208967
2090,139688.8263,134027.524,5661.302333
2091,123688.5517,126006.2171,2317.665433
2092,127020.3583,129573.8759,2553.517567
2093,136015.6387,136714.9883,699.3496333
2094,122503.908,123204.7024,700.7944
2095,155144.3993,144346.2008,10798.19853
2096,87272.54967,91361.49977,4088.950103
2097,100108.778,99833.16117,275.61683
2098,153306.2767,142603.5209,10702.75577
2099,72184.79133,73897.44983,1712.658497
2100,118776.1747,126983.3134,8207.138733
2101,128233.4753,132569.9151,4336.439767
2102,128031.84,134703.1982,6671.3582
2103,104814.938,108146.416,3331.478
2104,139699.9547,134901.5014,4798.453267
2105,138317.6367,131327.2785,6990.358167
2106,89160.66833,98993.88477,9833.216437
2107,194332.4967,204619.246,10286.74933
2108,120525.6863,118334.419,2191.267333
2109,115500.5333,117412.7801,1912.246767
2110,129990.175,134656.8253,4666.6503
2111,154393.9,146741.5713,7652.3287
2112,144140.8553,140188.4092,3952.446133
2113,121801.0293,121032.7846,768.2447333
2114,114224.6867,115980.8995,1756.212833
2115,154891.2033,150781.0164,4110.186933
2116,119230.2083,118258.8,971.4083333
2117,153823.8803,146170.9606,7652.919733
2118,127041.804,126644.4728,397.3312
2119,114084.0953,113256.65,827.4453333
2120,123087.665,118962.9414,4124.7236
2121,109524.0667,108723.1193,800.9473667
2122,112840.445,111209.2181,1631.2269
2123,101429.5667,97300.89827,4128.668397
2124,158576.982,164690.891,6113.909
2125,131484.5783,135784.6046,4300.026267
2126,153252.1297,158056.7895,4804.659833
2127,147165.3373,151260.4997,4095.162367
2128,128322.0173,131960.8429,3638.825567
2129,106350.19,103942.7133,2407.4767
2130,139064.6213,140632.9642,1568.342867
2131,156341.4633,155707.7008,633.7625333
2132,115535.6117,120438.5205,4902.908833
2133,121115.2783,122582.0526,1466.774267
2134,123264.157,123464.617,200.46
2135,107657.1817,112086.9546,4429.772933
2136,105816.4867,104396.9763,1419.510367
2137,123373.9033,121418.7216,1955.181733
2138,131080.385,139593.4979,8513.1129
